HR,lo95,hi95,p,n,events,parameters,iter,score_residual_norm,warning,ph_global,cohort,score,endpoint,variant,model,events_per_parameter,inference_status,endpoint_label
0.869609917766602,0.70265022067892,1.07624161613064,0.198982127355585,342,82,1,3,2.7600838281571797e-13,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V0_old,M0,82.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.947825180920559,0.758441397496336,1.18449833639445,0.63752211774657,342,82,7,5,3.56593333701485e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V0_old,M1,11.714285714285714,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.982577805950099,0.723598711173819,1.33424663399351,0.910351059113363,342,82,15,5,4.07905814042761e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V0_old,M2,5.466666666666667,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.885324170789508,0.718322484528384,1.09115182145347,0.253437911242666,342,82,1,3,6.144390551909851e-15,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V0_old,M0,82.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.983089303626166,0.787063016740497,1.22793799015821,0.880519637363823,342,82,7,5,3.13614579179146e-11,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V0_old,M1,11.714285714285714,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.09108572777467,0.820053735520043,1.45169519238718,0.549624062100932,342,82,15,5,3.05270601445529e-11,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V0_old,M2,5.466666666666667,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.931974371500249,0.755714582259185,1.14934427563473,0.510123657431796,342,82,1,3,3.96471050434499e-15,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V0_old,M0,82.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.957110745165221,0.772920160446149,1.18519483044918,0.687709869004221,342,82,7,5,3.35906757689782e-11,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V0_old,M1,11.714285714285714,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.986850931188561,0.764853091663787,1.27328342004771,0.918914138627416,342,82,15,5,3.6753316171832895e-11,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V0_old,M2,5.466666666666667,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.920493784951629,0.745265982239671,1.13692135200945,0.441937561307599,342,82,1,2,2.22788167298163e-09,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V0_old,M0,82.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.945177583179551,0.761935174539313,1.17248906940841,0.608112809320584,342,82,7,5,3.0670610991908196e-11,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V0_old,M1,11.714285714285714,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.948754808503513,0.727972972856957,1.23649602419431,0.69710067479578,342,82,15,5,2.95631635259696e-11,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V0_old,M2,5.466666666666667,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.889134920060804,0.721060267520638,1.09638672616073,0.271687455425763,342,82,1,3,5.71240971192211e-13,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V0_old,M0,82.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.974158536517737,0.778823171590983,1.21848564460632,0.818638552931931,342,82,7,5,4.3829704701093293e-11,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V0_old,M1,11.714285714285714,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.10245503387907,0.808801848828252,1.50272542463411,0.537098715022356,342,82,15,5,3.16061783534153e-11,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V0_old,M2,5.466666666666667,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.854529509772366,0.688826482294922,1.06009379987681,0.152901492863582,335,80,1,3,7.93677623622813e-13,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V1_drop_timeLe0,M0,80.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.921477037425836,0.735463345903263,1.15453738820967,0.477176192063196,335,80,7,5,8.610104195908209e-12,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V1_drop_timeLe0,M1,11.428571428571429,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.951328717019439,0.698630995996932,1.2954282489777,0.751430378269667,335,80,15,5,2.94335353112158e-12,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V1_drop_timeLe0,M2,5.333333333333333,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.864497808178598,0.699966458988635,1.06770324598901,0.176444715373996,335,80,1,3,9.72555369571637e-14,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V1_drop_timeLe0,M0,80.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.947244001911412,0.756306450007904,1.18638575559916,0.637005183576798,335,80,7,5,1.64861145579502e-12,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V1_drop_timeLe0,M1,11.428571428571429,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.04156800005222,0.780037021920461,1.39078513999481,0.782492228289142,335,80,15,5,5.35494543370595e-12,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V1_drop_timeLe0,M2,5.333333333333333,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.928859640873424,0.75130117133984,1.14838132210663,0.495376956463882,335,80,1,3,1.3036446921965701e-15,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V1_drop_timeLe0,M0,80.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.947563913100315,0.763302371447259,1.176306275202,0.625418121137152,335,80,7,5,2.06517636751683e-12,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V1_drop_timeLe0,M1,11.428571428571429,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.990154604460675,0.766348628294806,1.27932132261549,0.939669914452963,335,80,15,5,4.8538546533584795e-12,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V1_drop_timeLe0,M2,5.333333333333333,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.912396048859919,0.736769742805134,1.12988699400943,0.400644225442737,335,80,1,2,2.1517906146142903e-09,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V1_drop_timeLe0,M0,80.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.930966431973192,0.748566815032346,1.15781047203307,0.52026603926468,335,80,7,5,9.3121836394477e-13,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V1_drop_timeLe0,M1,11.428571428571429,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.943752433212888,0.722429412390252,1.23287983562069,0.671146878216679,335,80,15,5,4.47157956516009e-13,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V1_drop_timeLe0,M2,5.333333333333333,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.868701236580198,0.703089737799752,1.07332222028662,0.192134450260327,335,80,1,3,2.80662732637937e-12,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V1_drop_timeLe0,M0,80.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.935420217984271,0.745807572405991,1.17323960843001,0.563524227079844,335,80,7,5,1.24632908312705e-11,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V1_drop_timeLe0,M1,11.428571428571429,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.03764925932145,0.759489446697788,1.41768393234671,0.816447069597739,335,80,15,5,1.0759420086714001e-11,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V1_drop_timeLe0,M2,5.333333333333333,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.94817080122998,0.739360929992403,1.21595263130057,0.674966701977729,290,61,1,3,5.64305546735255e-15,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2_drop_timeLe0_noIV,M0,61.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.955065650744193,0.739814855727047,1.2329441483505,0.724204263153532,290,61,6,4,1.38139145155581e-07,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2_drop_timeLe0_noIV,M1,10.166666666666666,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.00850753832067,0.714386405876129,1.42372173726103,0.961592808683965,290,61,14,4,4.74836541643144e-08,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2_drop_timeLe0_noIV,M2,4.357142857142857,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.964385341225912,0.755939780802448,1.23030843195494,0.77039258345669,290,61,1,3,5.361162902506321e-15,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2_drop_timeLe0_noIV,M0,61.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.975036496962943,0.75749861358176,1.25504674644154,0.844399965018088,290,61,6,4,1.47740701682471e-07,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2_drop_timeLe0_noIV,M1,10.166666666666666,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.09749781889093,0.788684824651854,1.52722789233589,0.581055163100285,290,61,14,4,4.00085734661632e-08,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2_drop_timeLe0_noIV,M2,4.357142857142857,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.983071827279921,0.769651495841207,1.25567249958399,0.891248263180992,290,61,1,2,7.658118268000221e-09,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2_drop_timeLe0_noIV,M0,61.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.973454236930003,0.758560347231196,1.24922579311697,0.832567009145788,290,61,6,4,1.38049178048989e-07,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2_drop_timeLe0_noIV,M1,10.166666666666666,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.07270505654183,0.786288237693891,1.46345332813993,0.65787143372521,290,61,14,4,4.44860129940917e-08,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2_drop_timeLe0_noIV,M2,4.357142857142857,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.967146790054659,0.758209331365939,1.23366051407983,0.787928195580485,290,61,1,2,5.77469591242497e-11,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2_drop_timeLe0_noIV,M0,61.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.95482542207896,0.746005747224978,1.22209726941061,0.713531552870876,290,61,6,4,1.38677793705774e-07,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2_drop_timeLe0_noIV,M1,10.166666666666666,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.00396673819969,0.730069614548883,1.38062068510295,0.980568420699141,290,61,14,4,4.86116685334218e-08,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2_drop_timeLe0_noIV,M2,4.357142857142857,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.98498223022816,0.768923327900521,1.26175128086471,0.904669764387563,290,61,1,2,4.24175023924778e-09,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2_drop_timeLe0_noIV,M0,61.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.971781609301884,0.753845339412776,1.25272313404894,0.825151397414152,290,61,6,4,1.45277988880567e-07,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2_drop_timeLe0_noIV,M1,10.166666666666666,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.11545484385355,0.784515393076178,1.58599757207762,0.542879093282707,290,61,14,4,4.10157203638755e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2_drop_timeLe0_noIV,M2,4.357142857142857,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.977753517744042,0.756424064388835,1.26384390247191,0.8635910590464,273,58,1,2,7.82404426837024e-09,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2b_primary,M0,58.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.986759104836073,0.758043887549686,1.2844817390775,0.921077325349258,273,58,5,4,9.98431732131352e-08,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2b_primary,M1,11.6,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.04832170361461,0.738838179509904,1.48744126216978,0.791500565954457,273,58,13,4,2.3716696655008e-08,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V2b_primary,M2,4.461538461538462,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.992869684187545,0.772894796165111,1.27545199510967,0.955342885121629,273,58,1,2,7.2701057630617e-11,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2b_primary,M0,58.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.00682739209867,0.77710327945868,1.30446161311576,0.958932702682213,273,58,5,4,1.01344430734589e-07,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2b_primary,M1,11.6,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.15821626411743,0.828255303468581,1.6196273164184,0.390593690938469,273,58,13,4,2.80276423914288e-08,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V2b_primary,M2,4.461538461538462,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.0346077178144,0.803054583427686,1.33292699132888,0.792397830836886,273,58,1,3,2.6367796834847497e-16,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2b_primary,M0,58.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.02926173286047,0.795021265913173,1.33251745601311,0.826719801601117,273,58,5,4,9.78560777697557e-08,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2b_primary,M1,11.6,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.14859796512816,0.834046555961004,1.58177894994896,0.396141242544172,273,58,13,4,3.41540412114049e-08,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V2b_primary,M2,4.461538461538462,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.999661572887621,0.776799221151795,1.28646274751204,0.997901441132426,273,58,1,2,7.388187284185221e-15,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2b_primary,M0,58.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.987034315892218,0.763824667077859,1.2754716923138,0.920524552840121,273,58,5,4,9.88557848791411e-08,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2b_primary,M1,11.6,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.04203271983497,0.749725889115004,1.44830558070817,0.806364391707361,273,58,13,4,2.59000642033647e-08,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V2b_primary,M2,4.461538461538462,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.0296739410132,0.798330072648481,1.32805773091363,0.82180597649282,273,58,1,2,5.63962826130755e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2b_primary,M0,58.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.01886892672837,0.785215941146659,1.3220489236842,0.88814654133918,273,58,5,4,1.00686698677122e-07,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2b_primary,M1,11.6,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.17903555220369,0.825436297078659,1.68410916539545,0.365270647895079,273,58,13,4,5.45140807793803e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V2b_primary,M2,4.461538461538462,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.97326345124801,0.745488379037981,1.27063247687048,0.842088143947395,229,54,1,2,1.0766103286652399e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V3_src_stageII_III,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.955351369522167,0.724723809366784,1.25937112518124,0.74592166098297,229,54,4,3,2.7407401359288e-08,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V3_src_stageII_III,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.991215321316224,0.686778574068336,1.43060347295322,0.962407895613524,229,54,12,4,1.5190266631903898e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V3_src_stageII_III,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.978352697325247,0.749841066026845,1.27650250663828,0.87189664971253,229,54,1,2,8.66285689016255e-12,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V3_src_stageII_III,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.946610391112152,0.719560860278012,1.24530290907609,0.694966443351205,229,54,4,3,1.28390311896513e-08,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V3_src_stageII_III,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.05900306568257,0.74463270426211,1.50609486624203,0.749701878449527,229,54,12,4,3.6676734804867795e-11,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V3_src_stageII_III,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.04402378003183,0.801446203901525,1.36002347751576,0.749468972735749,229,54,1,3,2.64892274781658e-15,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V3_src_stageII_III,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.01318298037445,0.774425870687841,1.32554940450101,0.923901124360356,229,54,4,3,1.20439343662278e-07,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V3_src_stageII_III,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.13638084027921,0.807660065744262,1.59889224306724,0.463046948903647,229,54,12,4,1.3704113064161799e-11,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V3_src_stageII_III,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.992530344820952,0.765230275214339,1.28734645935757,0.954941524634233,229,54,1,2,2.3005035376666402e-14,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V3_src_stageII_III,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.964744816965436,0.73894733555122,1.25953842321847,0.791912331585472,229,54,4,3,3.32773584703935e-08,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V3_src_stageII_III,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.00943989479778,0.711702995217547,1.43173333266342,0.957977920989963,229,54,12,4,1.0897334436638e-11,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V3_src_stageII_III,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.0315121228185,0.79380293178986,1.34040479936548,0.81642526746025,229,54,1,2,1.1112523292181e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V3_src_stageII_III,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.973674703517593,0.742481740137067,1.27685622018806,0.847046519368392,229,54,4,3,1.78360216377112e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V3_src_stageII_III,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.09842820277912,0.75383303825432,1.60054608306186,0.625009620372581,229,54,12,4,2.11563894103504e-10,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V3_src_stageII_III,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.97326345124801,0.745488379037981,1.27063247687048,0.842088143947395,224,54,1,2,1.0767151059631898e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.955351369522167,0.724723809366784,1.25937112518124,0.74592166098297,224,54,4,3,2.74109986206616e-08,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.991215321316224,0.686778574068336,1.43060347295323,0.962407895613524,224,54,12,4,1.58951852428597e-11,,,TCGA-COADREAD,OX3,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.978352697325247,0.749841066026845,1.27650250663828,0.87189664971253,224,54,1,2,8.66778177011085e-12,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.946610391112152,0.719560860278012,1.24530290907609,0.694966443351206,224,54,4,3,1.28375019084717e-08,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.05900306568257,0.74463270426211,1.50609486624203,0.749701878449527,224,54,12,4,3.99684601789153e-11,,,TCGA-COADREAD,OX4,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.04402378003183,0.801446203901525,1.36002347751576,0.749468972735749,224,54,1,3,2.1024848528838902e-15,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.01318298037445,0.774425870687841,1.32554940450101,0.923901124360356,224,54,4,3,1.20443507806934e-07,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.13638084027921,0.807660065744262,1.59889224306724,0.463046948903647,224,54,12,4,1.7996662365488198e-11,,,TCGA-COADREAD,OX5,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.992530344820952,0.765230275214339,1.28734645935757,0.954941524634233,224,54,1,2,1.81287276856956e-14,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.964744816965436,0.73894733555122,1.25953842321847,0.791912331585472,224,54,4,3,3.32789036009667e-08,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.00943989479778,0.711702995217547,1.43173333266341,0.957977920989963,224,54,12,4,9.445553519627129e-12,,,TCGA-COADREAD,OX5_noNRF2,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.0315121228185,0.79380293178986,1.34040479936548,0.816425267460249,224,54,1,2,1.11125253408895e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M0,54.0,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.973674703517593,0.742481740137067,1.27685622018806,0.847046519368391,224,54,4,3,1.78345051850877e-08,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M1,13.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
1.09842820277912,0.75383303825432,1.60054608306186,0.625009620372581,224,54,12,4,2.06025152646195e-10,,,TCGA-COADREAD,OX6,recurrence_diagnostic,V4_src_stageII_III_timeGt0,M2,4.5,Diagnostic specification; endpoint assumptions remain,new tumour event construction; excluded from manuscript inference
0.817387072904565,0.705047688695809,0.947626150207482,0.0075151672563901,556,177,1,3,9.70317576287627e-15,,,GSE39582,OX3,recurrence_diagnostic,V0_old,M0,177.0,Diagnostic specification; endpoint assumptions remain,RFS metadata
0.920406370520256,0.787519655611127,1.07571649908455,0.29716338292738,556,177,7,16,4.2545417895396e-06,Loglik converged before variable  7 ; coefficient may be infinite. ,,GSE39582,OX3,recurrence_diagnostic,V0_old,M1,25.285714285714285,Do not interpret inferentially: convergence warning,RFS metadata
1.07599895947802,0.853333661708884,1.356765603831,0.5357781117427,556,177,15,16,4.09554505834838e-06,Loglik converged before variable  7 ; coefficient may be infinite. ,,GSE39582,OX3,recurrence_diagnostic,V0_old,M2,11.8,Do not interpret inferentially: convergence warning,RFS metadata
0.850570658131218,0.735506547442444,0.983635627703759,0.0290758284804886,556,177,1,3,3.38921599118969e-14,,,GSE39582,OX4,recurrence_diagnostic,V0_old,M0,177.0,Diagnostic specification; endpoint assumptions remain,RFS metadata
0.966823701658672,0.829174778770174,1.12732332678448,0.666789248844538,556,177,7,16,4.25534575824497e-06,Loglik converged before variable  7 ; coefficient may be infinite. ,,GSE39582,OX4,recurrence_diagnostic,V0_old,M1,25.285714285714285,Do not interpret inferentially: convergence warning,RFS metadata
